Id,y
50340,1.6249104
50341,1.7730695
50342,2.072366
50343,1.4878345
50344,2.1099102
50345,1.8814306
50346,1.4445539
50347,1.9372511
50348,1.8573773
50349,1.3829213
50350,2.1823978
50351,1.8125428
50352,1.7482362
50353,1.730694
50354,1.6718258
50355,1.7156188
50356,2.2243404
50357,2.1002414
50358,1.9267633
50359,1.6236877
50360,2.0416272
50361,2.0982618
50362,1.8280969
50363,1.3831861
50364,1.8637412
50365,1.4555564
50366,2.017162
50367,1.8686931
50368,1.8521549
50369,2.1421304
50370,2.1911604
50371,2.107182
50372,1.8074129
50373,1.7867066
50374,1.9084374
50375,1.4370388
50376,1.9199415
50377,1.6519248
50378,2.172646
50379,1.7250266
50380,1.9952861
50381,1.3709278
50382,2.090688
50383,1.9489663
50384,1.9642546
50385,1.5172917
50386,1.3328586
50387,1.7183964
50388,1.7986218
50389,2.3669355
50390,1.8982359
50391,2.3299592
50392,1.9038078
50393,1.9784704
50394,1.5695771
50395,1.5624816
50396,1.9453039
50397,1.7790111
50398,1.6032662
50399,2.1294756
50400,1.8875291
50401,1.46272
50402,1.7482063
50403,2.185894
50404,1.9267465
50405,2.2660782
50406,2.3567863
50407,2.1005342
50408,2.201587
50409,1.5652227
50410,1.7393229
50411,1.9455354
50412,2.3041835
50413,1.6632481
50414,1.944505
50415,1.4013472
50416,1.5134959
50417,1.7951927
50418,1.9317545
50419,1.8800555
50420,1.987231
50421,2.1450748
50422,1.9193264
50423,2.1825154
50424,1.5734195
50425,1.9085602
50426,1.576433
50427,2.0964718
50428,2.06711
50429,1.8821929
50430,1.9435666
50431,1.8724167
50432,1.7971615
50433,1.8302788
50434,2.005207
50435,2.153563
50436,1.6892498
50437,2.0059066
50438,1.3282287
50439,1.8814448
50440,1.4332776
50441,2.339694
50442,2.2452807
50443,1.5003814
50444,1.7843462
50445,1.3581538
50446,1.9999048
50447,1.5354425
50448,1.3682731
50449,2.3893037
50450,1.8337902
50451,1.9838487
50452,2.0621228
50453,2.0546103
50454,2.0991755
50455,1.8578339
50456,1.7829186
50457,1.581975
50458,1.5165629
50459,1.7997224
50460,2.1410127
50461,1.9861251
50462,2.2894473
50463,1.7103499
50464,1.3971277
50465,1.3699881
50466,1.4531152
50467,2.086105
50468,2.2571816
50469,1.7976785
50470,1.5614028
50471,1.94979
50472,1.3953631
50473,1.7763985
50474,1.5897996
50475,1.3729941
50476,1.7194581
50477,2.2225327
50478,2.0324385
50479,2.3119342
50480,1.6313598
50481,2.1263359
50482,2.2998216
50483,1.9927013
50484,1.4148223
50485,1.4978261
50486,1.8841308
50487,1.9998331
50488,2.1584888
50489,2.0137115
50490,1.705166
50491,1.9376833
50492,2.2053604
50493,1.9867852
50494,1.9168311
50495,1.4622635
50496,1.5897744
50497,1.8155471
50498,2.24241
50499,1.6056838
50500,1.5085901
50501,1.5693507
50502,1.3284776
50503,1.7202747
50504,1.568645
50505,1.7335553
50506,1.8023689
50507,2.0606146
50508,1.853929
50509,1.501732
50510,1.9989598
50511,1.5173299
50512,2.0314243
50513,2.5424275
50514,2.039879
50515,1.6488261
50516,1.6696285
50517,2.15049
50518,1.4294837
50519,1.4116924
50520,1.8378546
50521,2.058572
50522,1.8135946
50523,1.7893121
50524,2.2199843
50525,1.7181238
50526,1.7389446
50527,1.7026398
50528,1.4913435
50529,1.5118194
50530,1.8835762
50531,1.4984357
50532,1.7141905
50533,1.6057014
50534,1.5170606
50535,1.7726359
50536,2.1237397
50537,2.097756
50538,1.9233594
50539,2.0399954
50540,2.3274655
50541,1.8693889
50542,1.9546304
50543,1.6256405
50544,1.845117
50545,1.9197496
50546,2.0439909
50547,1.6232406
50548,2.221077
50549,2.0872986
50550,1.6244053
50551,1.679515
50552,1.8550602
50553,1.5784738
50554,1.8508244
50555,2.3023121
50556,1.263147
50557,2.2430415
50558,1.3345923
50559,2.1121275
50560,1.8789347
50561,1.9714007
50562,1.7367272
50563,2.1630645
50564,1.8491651
50565,2.1566665
50566,1.8561814
50567,2.1733348
50568,1.604711
50569,1.9348887
50570,1.5767541
50571,2.511199
50572,1.9965968
50573,1.7591832
50574,1.8537987
50575,1.6601403
50576,1.5242074
50577,2.021888
50578,2.2193334
50579,1.9732146
50580,1.4995949
50581,1.6890694
50582,2.0837665
50583,2.1054802
50584,1.6699108
50585,1.567121
50586,1.9148933
50587,1.6024977
50588,1.881834
50589,2.0184796
50590,1.871035
50591,2.4198508
50592,2.1939468
50593,2.1117206
50594,2.1090443
50595,1.6991142
50596,1.781103
50597,1.7889535
50598,1.4742464
50599,1.5668666
50600,1.7439408
50601,1.6068723
50602,1.8863109
50603,1.4022709
50604,1.4287791
50605,1.4154495
50606,2.0074162
50607,2.0283875
50608,1.8671837
50609,1.9934753
50610,2.3398848
50611,1.794055
50612,1.6642493
50613,2.1453373
50614,1.555505
50615,1.9282942
50616,1.8726838
50617,1.9023763
50618,1.7732841
50619,2.7591133
50620,1.5010641
50621,1.5800741
50622,1.9479258
50623,2.1479752
50624,1.9091237
50625,1.7056569
50626,2.1831944
50627,1.8190527
50628,1.8859881
50629,2.3341317
50630,1.976469
50631,1.6187385
50632,2.3866706
50633,2.2394829
50634,2.0722444
50635,1.6888909
50636,2.0461543
50637,1.8980479
50638,1.9051659
50639,2.0030675
50640,1.5368439
50641,2.138175
50642,1.6769607
50643,1.5857949
50644,1.4318739
50645,2.1002862
50646,2.245109
50647,1.496565
50648,1.30344
50649,1.5593512
50650,1.9432852
50651,1.6165102
50652,1.9657507
50653,1.5921266
50654,2.0403466
50655,1.6719394
50656,1.7889342
50657,1.3999827
50658,1.2677637
50659,2.2277927
50660,1.9376332
50661,2.0613427
50662,2.0998986
50663,2.1109033
50664,2.30089
50665,1.5461893
50666,1.8765218
50667,2.1466482
50668,1.428843
50669,2.062867
50670,1.5642595
50671,1.9079736
50672,1.4518646
50673,1.4756484
50674,1.76437
50675,2.0535703
50676,2.0391483
50677,1.7975403
50678,1.9627781
50679,1.5896475
50680,2.0827816
50681,2.3932285
50682,1.3956766
50683,2.2846076
50684,1.979217
50685,1.8335447
50686,1.6236993
50687,2.0959175
50688,1.5097955
50689,2.1774678
50690,1.8672585
50691,2.1536772
50692,1.5742978
50693,1.7614883
50694,2.0409517
50695,2.0054462
50696,2.0907812
50697,1.3791878
50698,2.0677383
50699,2.0200014
50700,1.7134694
50701,2.0800495
50702,1.4989941
50703,2.130155
50704,1.992636
50705,1.6609707
50706,1.691004
50707,1.9127041
50708,1.7743775
50709,1.5520921
50710,2.2792177
50711,1.8220243
50712,2.0961156
50713,1.9105659
50714,1.5696118
50715,1.5172716
50716,1.6844449
50717,1.5943792
50718,2.0931258
50719,2.100564
50720,1.6225028
50721,1.6626395
50722,1.7517564
50723,1.3143444
50724,1.8971045
50725,1.4041686
50726,1.5552052
50727,1.4816546
50728,1.9529277
50729,2.0791202
50730,1.526978
50731,1.734761
50732,2.0625103
50733,1.216387
50734,1.610373
50735,1.9208691
50736,1.6696264
50737,2.0617476
50738,1.5555869
50739,1.8790097
50740,1.6456115
50741,1.9396913
50742,1.9898021
50743,2.0156164
50744,1.8759508
50745,1.6773988
50746,1.7166026
50747,1.3842484
50748,1.8223082
50749,1.4144351
50750,1.3871996
50751,1.4079157
50752,1.8903553
50753,1.8828074
50754,2.0169792
50755,1.8002236
50756,1.6896293
50757,1.9107053
50758,1.3757741
50759,1.8457801
50760,1.5657666
50761,1.9573114
50762,2.385869
50763,1.5505482
50764,2.204296
50765,1.6576074
50766,1.7321494
50767,1.9314421
50768,1.4183862
50769,2.2684453
50770,2.105815
50771,1.4768143
50772,2.026724
50773,1.922796
50774,1.4998901
50775,2.3112836
50776,2.0528817
50777,1.6699427
50778,1.9006523
50779,2.0237145
50780,1.9080942
50781,1.6819851
50782,2.0198255
50783,1.540707
50784,1.5529351
50785,1.9232949
50786,1.5537245
50787,1.8291026
50788,1.9329529
50789,2.310847
50790,2.2503786
50791,2.0423949
50792,2.0778089
50793,1.8124919
50794,1.6685549
50795,1.919861
50796,1.3737673
50797,2.2415175
50798,1.8335565
50799,2.196499
50800,1.7329203
50801,1.7553147
50802,1.8919066
50803,1.521213
50804,2.055443
50805,1.894812
50806,2.089786
50807,1.6241771
50808,2.046104
50809,1.7738929
50810,1.5854887
50811,1.6455
50812,1.8268272
50813,2.1052263
50814,1.9358687
50815,2.093748
50816,1.954481
50817,1.7032114
50818,1.848463
50819,1.7144153
50820,1.95227
50821,1.9822153
50822,1.8361777
50823,1.9701236
50824,1.8064618
50825,1.7845432
50826,2.0006921
50827,1.5854712
50828,1.6965841
50829,2.0011573
50830,1.2823157
50831,1.9265542
50832,2.2044194
50833,1.4561968
50834,2.0158541
50835,1.9099994
50836,1.6256347
50837,1.8316187
50838,1.6896771
50839,2.0487537
50840,1.7711986
50841,1.6423078
50842,2.2415485
50843,1.8511171
50844,1.6365674
50845,2.2576056
50846,2.1627223
50847,2.0212057
50848,1.9521662
50849,1.8640047
50850,1.6935828
50851,1.5460484
50852,1.6906743
50853,2.1378398
50854,1.7557846
50855,1.6665009
50856,1.6064079
50857,2.2907534
50858,1.8032274
50859,1.980064
50860,1.6089003
50861,1.567502
50862,1.7013688
50863,1.8136883
50864,2.117589
50865,1.5673623
50866,1.4500043
50867,1.5820758
50868,1.6037719
50869,1.9047246
50870,1.9020742
50871,1.8179166
50872,1.6065339
50873,1.7045504
50874,1.8958211
50875,1.7447705
50876,1.8647087
50877,1.9611841
50878,1.3812549
50879,1.7311411
50880,1.6024783
50881,1.951163
50882,1.7051983
50883,1.948588
50884,2.1683397
50885,1.6269146
50886,1.9892762
50887,1.3601847
50888,1.7325236
50889,1.6801746
50890,1.6678739
50891,1.8668922
50892,2.1679864
50893,2.04887
50894,2.0596795
50895,2.0922055
50896,1.3384507
50897,2.3331254
50898,2.1020856
50899,2.0789537
50900,2.0004013
50901,1.6338506
50902,1.9518682
50903,1.5089114
50904,2.078015
50905,1.6423225
50906,1.5815625
50907,1.43053
50908,1.9797676
50909,1.8322784
50910,2.1307476
50911,1.4940523
50912,1.9063371
50913,1.5414681
50914,2.3369617
50915,1.8841755
50916,2.0370345
50917,1.7143539
50918,1.4775687
50919,1.4271753
50920,2.0126567
50921,1.6803265
50922,1.7462703
50923,1.8709642
50924,2.2201848
50925,1.7168655
50926,1.9419295
50927,2.0039244
50928,2.3743763
50929,1.347313
50930,1.6384165
50931,1.9212105
50932,1.691124
50933,1.8107622
50934,2.3834684
50935,1.9036416
50936,2.1920161
50937,1.9877739
50938,2.3843455
50939,1.832392
50940,1.8183404
50941,2.2146814
50942,1.66514
50943,1.9302316
50944,2.1885622
50945,1.9312153
50946,1.9062067
50947,2.0350542
50948,1.6964815
50949,2.1735861
50950,1.8816358
50951,2.136966
50952,2.160896
50953,1.4339757
50954,1.8229597
50955,1.7129698
50956,1.5437634
50957,2.0252824
50958,1.4382291
50959,2.1280854
50960,1.7695469
50961,1.6700277
50962,2.3133957
50963,2.2891245
50964,1.3390518
50965,1.6355507
50966,1.312105
50967,1.7178504
50968,1.9376352
50969,2.0011015
50970,1.7494493
50971,1.692955
50972,1.6617582
50973,1.3282576
50974,1.6534107
50975,2.2183542
50976,1.4104972
50977,2.2372928
50978,1.1875347
50979,1.8995553
50980,2.150163
50981,1.9813665
50982,2.0162184
50983,1.5215229
50984,1.4740993
50985,1.6577026
50986,2.016093
50987,1.8422755
50988,1.5501134
50989,1.971476
50990,1.5922414
50991,1.9650817
50992,2.0384617
50993,2.0239055
50994,1.967732
50995,1.7504987
50996,1.4515551
50997,2.449736
50998,2.0215726
50999,2.0379028
51000,1.7683536
51001,1.8945295
51002,2.2170238
51003,1.9147996
51004,2.0947354
51005,1.9646403
51006,2.0691154
51007,2.198385
51008,1.3776636
51009,1.7668902
51010,2.2794776
51011,1.87538
51012,1.4129448
51013,1.3472832
51014,1.9164665
51015,1.7838551
51016,2.292684
51017,1.5372365
51018,1.880049
51019,1.9541441
51020,2.0597262
51021,1.9425384
51022,1.7063417
51023,2.1103678
51024,1.8189392
51025,2.3797727
51026,1.9146663
51027,2.0585573
51028,1.8628765
51029,1.818798
51030,2.1719868
51031,1.8479408
51032,1.7720606
51033,1.848299
51034,2.004909
51035,2.1543152
51036,2.1227531
51037,2.2181566
51038,1.5778434
51039,2.0639248
51040,1.9015614
51041,1.8506113
51042,1.4683446
51043,1.7337942
51044,2.1169164
51045,2.2666104
51046,2.2111828
51047,1.6808426
51048,1.505302
51049,2.1463997
51050,2.079955
51051,2.1946535
51052,1.851341
51053,2.251575
51054,1.514376
51055,1.860573
51056,1.9286997
51057,1.7835681
51058,1.9831338
51059,1.7021645
51060,1.4570047
51061,1.8018787
51062,1.8549551
51063,2.0056334
51064,2.1517644
51065,2.1190162
51066,1.9708633
51067,1.3293656
51068,2.0917845
51069,2.0759969
51070,1.4233048
51071,1.579006
51072,1.1923386
51073,1.8860643
51074,1.9230847
51075,1.8059903
51076,1.4234552
51077,2.0249772
51078,2.05114
51079,1.7068118
51080,1.6847697
51081,1.7893474
51082,1.9313784
51083,1.5600828
51084,2.2994888
51085,1.9981595
51086,1.3200336
51087,1.7521306
51088,1.8001052
51089,1.3771325
51090,2.1849754
51091,1.8507589
51092,1.6277606
51093,1.8340569
51094,1.447734
51095,1.3903292
51096,1.7815522
51097,2.1550045
51098,2.2466748
51099,1.8536977
51100,1.3923757
51101,1.8019829
51102,2.0882034
51103,2.1697953
51104,1.9026028
51105,1.980777
51106,1.7465454
51107,1.8984929
51108,1.9236935
51109,1.8726918
51110,1.8495762
51111,2.1532223
51112,1.4335997
51113,1.7805893
51114,1.8920621
51115,2.5230112
51116,2.03084
51117,1.6241632
51118,1.5908831
51119,1.9051893
51120,2.0473578
51121,2.0265286
51122,2.2120576
51123,2.0365193
51124,2.2233043
51125,1.7644298
51126,2.0878015
51127,1.827326
51128,1.6525549
51129,2.0298803
51130,2.0197363
51131,2.0057402
51132,1.786491
51133,1.6488065
51134,1.5821004
51135,2.4282947
51136,1.2663926
51137,1.6722732
51138,2.1007378
51139,1.3865281
51140,2.242257
51141,1.7142063
51142,1.6879547
51143,1.356457
51144,1.2487235
51145,1.3941525
51146,2.122541
51147,2.2741947
51148,2.5648174
51149,1.9506459
51150,2.3118849
51151,1.8727298
51152,2.1914258
51153,2.0327656
51154,1.5676165
51155,1.9315279
51156,1.7030929
51157,1.9630096
51158,1.9151741
51159,1.7416015
51160,1.9996513
51161,1.8506418
51162,1.5364025
51163,1.7746046
51164,1.6645614
51165,1.9733634
51166,1.8340003
51167,2.0549397
51168,1.3770574
51169,1.5940886
51170,1.9510885
51171,1.6648622
51172,1.769904
51173,2.1830842
51174,1.7410016
51175,1.9470807
51176,1.529557
51177,1.7241613
51178,2.2380145
51179,2.1450403
51180,2.0186334
51181,1.7163235
51182,2.0014107
51183,1.7496724
51184,2.2435114
51185,2.2724884
51186,1.9040693
51187,2.0441246
51188,1.8915546
51189,2.2992136
51190,1.5557318
51191,2.0364125
51192,1.7902933
51193,1.6171869
51194,2.1628895
51195,1.7428534
51196,1.5448294
51197,1.9035863
51198,1.6530176
51199,1.9057744
51200,1.5108362
51201,1.862519
51202,1.7218634
51203,2.006563
51204,1.4285452
51205,2.1137917
51206,1.5552608
51207,1.9479829
51208,1.7874368
51209,1.6861498
51210,2.156572
51211,2.2625647
51212,1.9062004
51213,1.5471594
51214,1.2848613
51215,2.2483397
51216,2.0522735
51217,2.2067094
51218,2.1492906
51219,1.799282
51220,2.0856154
51221,1.9966887
51222,1.4145578
51223,2.0962424
51224,2.0292048
51225,2.1811032
51226,1.8778832
51227,1.6105492
51228,1.7804021
51229,2.199371
51230,1.9131469
51231,2.171527
51232,1.631175
51233,2.422028
51234,1.9013534
51235,1.7619045
51236,1.9985629
51237,1.4783378
51238,1.9235406
51239,1.6984433
51240,1.6107947
51241,1.7871262
51242,1.6383444
51243,2.2615943
51244,1.9021114
51245,2.0158768
51246,2.0864086
51247,1.5391281
51248,1.9655906
51249,1.6601942
51250,1.9738938
51251,2.4356163
51252,2.0355406
51253,1.4284344
51254,1.7574843
51255,1.5860801
51256,1.271424
51257,1.5306447
51258,2.0797215
51259,1.6260879
51260,2.0836482
51261,1.9849219
51262,1.8731102
51263,1.808547
51264,2.1037505
51265,2.1234894
51266,2.1499226
51267,1.6308333
51268,1.6654594
51269,1.6018962
51270,1.1342146
51271,2.1135893
51272,1.4946754
51273,1.7148125
51274,2.1588264
51275,2.0315013
51276,1.2951163
51277,2.1337643
51278,1.6071985
51279,1.873222
51280,1.7988411
51281,1.7874275
51282,2.1079023
51283,1.8448856
51284,1.6419495
51285,2.3240945
51286,2.1196663
51287,2.2010343
51288,2.1134634
51289,1.784515
51290,1.4665912
51291,2.3090274
51292,1.9234164
51293,1.3947668
51294,1.631453
51295,2.1252308
51296,1.2514409
51297,2.196363
51298,1.3830721
51299,1.9874177
51300,2.0947835
51301,1.5294739
51302,2.150212
51303,2.2487144
51304,1.6159586
51305,2.109672
51306,2.0822349
51307,1.5830376
51308,1.9878529
51309,2.0004647
51310,2.082146
51311,2.035252
51312,1.431241
51313,1.9134595
51314,1.7420022
51315,2.150929
51316,1.324353
51317,2.1394987
51318,1.4321082
51319,2.1291666
51320,1.8114041
51321,1.9773356
51322,1.7370565
51323,1.7517027
51324,1.7588725
51325,1.9448189
51326,1.8076266
51327,1.7504017
51328,2.2692552
51329,1.4580315
51330,1.8373883
51331,2.126339
51332,1.9822999
51333,1.9412189
51334,1.7827278
51335,1.5118073
51336,1.6474879
51337,1.3773925
51338,1.7218729
51339,2.040936
51340,1.8582624
51341,1.3324869
51342,2.053265
51343,1.740814
51344,2.210525
51345,1.618469
51346,1.7436442
51347,1.4736106
51348,1.4759238
51349,1.7881179
51350,2.053774
51351,1.7964689
51352,2.0207233
51353,1.8851603
51354,1.6437604
51355,2.2660153
51356,1.5384489
51357,1.569088
51358,1.7045523
51359,2.2137103
51360,1.4058895
51361,2.043977
51362,2.0276363
51363,1.466703
51364,1.7510431
51365,1.9431719
51366,2.1802354
51367,1.5163848
51368,2.1054504
51369,2.0705376
51370,2.0692737
51371,2.100708
51372,1.6688619
51373,1.7053237
51374,2.1770296
51375,1.9416475
51376,2.2035534
51377,1.8600672
51378,1.4411582
51379,1.6151291
51380,1.8457974
51381,1.632588
51382,2.3514085
51383,2.091329
51384,1.3669151
51385,1.4266566
51386,1.8508742
51387,1.6017691
51388,1.6417518
51389,2.3191764
51390,1.9998606
51391,1.7742071
51392,1.8062521
51393,2.2348273
51394,1.9792477
51395,2.0803614
51396,1.2821205
51397,1.7604189
51398,1.758988
51399,1.4715829
51400,1.6942793
51401,2.288765
51402,2.0890687
51403,1.9814179
51404,1.4627407
51405,1.4746798
51406,1.4740499
51407,1.9985684
51408,1.8613831
51409,2.2971218
51410,1.7091548
51411,1.5930406
51412,2.16627
51413,1.7288423
51414,1.8507369
51415,1.9133302
51416,1.4797463
51417,2.1806667
51418,2.317934
51419,1.7017633
51420,2.439034
51421,1.8117751
51422,2.3192954
51423,2.0503068
51424,2.0401385
51425,1.8136976
51426,1.8288428
51427,1.64185
51428,2.5750618
51429,1.6499062
51430,1.8547171
51431,1.9577413
51432,1.4679413
51433,1.7318114
51434,1.92924
51435,1.9541717
51436,2.019063
51437,1.607787
51438,2.21365
51439,1.4564271
51440,2.0235858
51441,1.9794431
51442,1.6935244
51443,1.8873316
51444,1.5961226
51445,1.8581742
51446,1.9921734
51447,1.8306906
51448,1.7556797
51449,1.7297087
51450,2.0426292
51451,1.9286766
51452,1.6130068
51453,1.4548069
51454,1.7126281
51455,1.47558
51456,1.6449739
51457,1.8955022
51458,2.13182
51459,1.8368481
51460,2.2492428
51461,1.9673792
51462,1.988725
51463,1.9986582
51464,1.7747552
51465,2.493503
51466,1.7092457
51467,1.7772509
51468,2.4231572
51469,2.2545228
51470,1.9922047
51471,1.9901807
51472,2.0898907
51473,1.6151532
51474,1.7530843
51475,1.93919
51476,1.592382
51477,2.3050356
51478,1.6780032
51479,1.7852943
51480,2.151768
51481,2.1869676
51482,1.7703967
51483,1.5187248
51484,1.641367
51485,1.7812356
51486,1.7458657
51487,1.5776129
51488,2.3032775
51489,1.7399969
51490,2.2287216
51491,1.9074169
51492,1.9358065
51493,1.7657411
51494,1.5062374
51495,1.3312606
51496,1.3786113
51497,1.92816
51498,2.2508645
51499,1.7087278
51500,2.1070375
51501,1.6983454
51502,2.039619
51503,2.0887117
51504,1.9641298
51505,1.6357665
51506,1.6309022
51507,1.9127806
51508,1.631969
51509,1.469444
51510,1.5884329
51511,1.8964868
51512,1.789622
51513,1.9233353
51514,1.641876
51515,1.8029897
51516,1.80092
51517,1.7750524
51518,1.475199
51519,1.6902796
51520,1.8470978
51521,1.6361176
51522,1.3600215
51523,1.6883454
51524,1.8717567
51525,2.1128054
51526,1.6349897
51527,1.5841211
51528,1.905734
51529,2.4317937
51530,1.7971658
51531,1.9208732
51532,1.5947589
51533,2.02255
51534,1.5806329
51535,2.0696619
51536,1.7455751
51537,1.4965268
51538,2.1672058
51539,1.9621805
51540,2.25912
51541,1.387198
51542,1.8840975
51543,1.8123837
51544,2.0630443
51545,1.7260404
51546,1.996172
51547,2.1775098
51548,1.884511
51549,1.6965824
51550,1.7362254
51551,1.8327835
51552,1.5804161
51553,1.7959427
51554,1.7787417
51555,1.5940804
51556,1.3964318
51557,2.458259
51558,1.3534889
51559,2.1562054
51560,1.7046454
51561,1.5727035
51562,1.691591
51563,1.6961482
51564,1.6138175
51565,2.0653765
51566,1.9111794
51567,1.6167929
51568,2.2225301
51569,2.0156734
51570,1.6046324
51571,1.4882975
51572,1.9793245
51573,1.6423191
51574,1.5960145
51575,1.7048771
51576,1.6904994
51577,1.7269287
51578,1.4623697
51579,1.4117587
51580,1.6858523
51581,2.1701486
51582,1.5042517
51583,1.4801154
51584,1.8160894
51585,1.9823345
51586,1.8960946
51587,2.2860627
51588,1.4473752
51589,2.04982
51590,1.5823431
51591,1.5487717
51592,1.7770411
51593,1.835897
51594,1.4558301
51595,2.0651991
51596,1.3592838
51597,2.262799
51598,1.9305667
51599,2.0728922
51600,2.0969434
51601,2.2625568
51602,1.5675284
51603,1.6170372
51604,2.1862571
51605,2.0589511
51606,1.4965456
51607,1.7710022
51608,1.9606824
51609,1.6111281
51610,1.7409481
51611,1.6206261
51612,1.6814853
51613,2.2331235
51614,2.226893
51615,2.1826422
51616,2.036866
51617,1.4828266
51618,2.1351154
51619,1.7470589
51620,1.9593856
51621,1.7202592
51622,2.3577638
51623,2.244122
51624,1.4807912
51625,2.0360622
51626,1.6124958
51627,1.797731
51628,1.6227342
51629,1.7244421
51630,1.5740561
51631,2.0317435
51632,1.5823925
51633,1.6787038
51634,1.5558562
51635,1.8854513
51636,1.8227559
51637,2.075798
51638,2.0777216
51639,1.4775945
51640,1.2096001
51641,1.6097625
51642,1.9337623
51643,2.0248132
51644,1.6942103
51645,1.9852095
51646,1.8339069
51647,1.5672395
51648,1.7177715
51649,1.9845748
51650,1.7360203
51651,2.1433332
51652,1.3997728
51653,1.9690275
51654,1.6108233
51655,1.3041359
51656,2.1138587
51657,2.0199225
51658,1.8050656
51659,2.1111925
51660,2.336864
51661,1.6395538
51662,2.4179153
51663,1.5381172
51664,1.8020359
51665,1.8060416
51666,1.6523105
51667,2.1021519
51668,1.6627951
51669,1.6116412
51670,1.7910476
51671,2.0578802
51672,1.6208445
51673,2.454996
51674,1.3867385
51675,1.740799
51676,2.0176613
51677,1.8608146
51678,1.9121379
51679,1.7072601
51680,2.019394
